Dates_Sold,Median_Price,Quantity_Sold
Jul 31 2015,147.49,1
Jun 3 2017,75.5,1
Sep 12 2017,75,1
Oct 27 2017,99.99,1
Nov 8 2017,100,1
Mar 10 2018,100,2
Jan 13 2019,75.59,1
Oct 1 2019,45.56,1
Nov 1 2019,40,1
Nov 3 2019,24.46,1
Nov 25 2019,49.99,1
Dec 1 2019,39.25,1
Dec 12 2019,37.78,1
Jan 14 2020,66.67,1
Apr 17 2020,49.99,1
May 6 2020,49.99,1
May 14 2020,38.89,1
May 29 2020,48,1
Jun 5 2020,59.99,1
Jun 14 2020,59.99,1
Jun 19 2020,27.61,1
Jul 3 2020,59.99,1
