Dates_Sold,Median_Price,Quantity_Sold
Aug 8 2015,77.63,1
Jun 20 2017,105,1
Aug 15 2017,110,1
Sep 9 2017,60,1
Dec 30 2017,90,1
Feb 17 2018,116,1
May 9 2018,50,1
Aug 24 2018,99.99,1
Oct 8 2018,128.89,1
Jan 29 2019,89.99,1
Mar 14 2019,85,1
Apr 25 2019,78,1
Jun 21 2019,89,1
Jul 7 2019,90,1
Dec 24 2019,50,1
Jan 5 2020,39.99,1
Feb 13 2020,48.99,1
Apr 22 2020,49,1
May 25 2020,48.99,1
Jun 16 2020,42.22,1
Jun 21 2020,45.89,1
Jun 24 2020,46.99,1
