Dates_Sold,Median_Price,Quantity_Sold
May 15 2017,69,1
Apr 18 2018,65.99,1
Aug 2 2018,60,1
Aug 16 2019,75,1
Aug 24 2019,44.44,1
Sep 10 2019,50.82,1
Oct 20 2019,38.99,1
Dec 6 2019,38,1
Mar 2 2020,37,1
Apr 11 2020,33.33,2
Apr 12 2020,34.03,1
Apr 24 2020,71,1
May 10 2020,38.99,1
May 12 2020,39.95,1
May 30 2020,35.99,1
May 31 2020,39.99,1
Jun 10 2020,44.44,1
Jun 18 2020,24.52,1
Jun 26 2020,43,1
Jun 27 2020,43,1
Jun 28 2020,43.99,1
